Region;Comuna;Titular;Nombre;Tecnologia;Inversion_MUF;Capacidad_MW;Latitud;Longitud;Plazo;NumeroBanda;Transmision
Región de Coquimbo;NA;Titular635;Nombre635;Solar;0.288;9;NA;NA;4;245;239
Región de Coquimbo;NA;Titular636;Nombre636;Solar;0.528;12.22;NA;NA;5;215;238
Región de Coquimbo;NA;Titular637;Nombre637;Solar;0.24;13;NA;NA;4;205;219
Región de Coquimbo;NA;Titular638;Nombre638;Solar;0.192;12.5;NA;NA;4;212;248
Región de Coquimbo;NA;Titular639;Nombre639;Solar;0.24;13;NA;NA;4;211;212
Región de Coquimbo;NA;Titular640;Nombre640;Solar;5.28;279.9;NA;NA;5;223;209
Región de Coquimbo;NA;Titular641;Nombre641;Solar;0.12;4.24;NA;NA;3;218;209
Región de Coquimbo;NA;Titular642;Nombre642;Solar;0.216;10.5;NA;NA;2;223;233
Región de Coquimbo;NA;Titular643;Nombre643;Solar;0.432;10.47;NA;NA;5;243;243
Región de Coquimbo;NA;Titular644;Nombre644;Solar;0.288;9;NA;NA;5;249;223
Región de Coquimbo;NA;Titular645;Nombre645;Solar;0.192;13.23;NA;NA;3;215;231
Región de Coquimbo;NA;Titular646;Nombre646;Solar;1.584;29;NA;NA;4;217;240
Región de Coquimbo;NA;Titular647;Nombre647;Solar;1.584;29;NA;NA;3;224;241
Región de Coquimbo;NA;Titular648;Nombre648;Solar;1.5408;74.659;NA;NA;5;230;207
Región de Coquimbo;NA;Titular649;Nombre649;Solar;0.528;12.22;NA;NA;5;235;219
Región de Coquimbo;NA;Titular650;Nombre650;Solar;0.24;13;NA;NA;3;243;232
Región de Coquimbo;NA;Titular651;Nombre651;Solar;0.0096;0.359;NA;NA;4;209;236
Región de Coquimbo;NA;Titular652;Nombre652;Solar;5.28;279.9;NA;NA;4;201;212
Región de Coquimbo;NA;Titular653;Nombre653;Solar;0.288;12;NA;NA;4;219;232
Región de Coquimbo;NA;Titular654;Nombre654;Solar;0.288;9;NA;NA;2;228;209
Región de Coquimbo;NA;Titular655;Nombre655;Solar;0.288;9;NA;NA;4;234;204
Región de Coquimbo;NA;Titular656;Nombre656;Solar;1.584;29;NA;NA;4;216;215
Región de Coquimbo;NA;Titular657;Nombre657;Solar;3.312;172.68;NA;NA;5;225;224
Región de Coquimbo;NA;Titular658;Nombre658;Solar;3.312;172.68;NA;NA;3;233;229
Región de Coquimbo;NA;Titular659;Nombre659;Solar;0.24;6;NA;NA;2;217;205
Región de Coquimbo;NA;Titular660;Nombre660;Solar;0.216;11.25;NA;NA;3;238;209
Región de Coquimbo;NA;Titular661;Nombre661;Solar;0.288;9;NA;NA;5;242;203
Región de Coquimbo;NA;Titular662;Nombre662;Solar;0.288;12.5;NA;NA;4;211;221
Región de Coquimbo;NA;Titular663;Nombre663;Solar;3.6;94.5;NA;NA;5;226;235
Región de Coquimbo;NA;Titular664;Nombre664;Solar;0.288;9;NA;NA;4;225;235
Región de Coquimbo;NA;Titular665;Nombre665;Solar;1.5408;74.659;NA;NA;2;213;218
Región de Coquimbo;NA;Titular666;Nombre666;Solar;0.2016;10.66;NA;NA;3;237;247
Región de Coquimbo;NA;Titular667;Nombre667;Solar;0.216;10.5;NA;NA;2;245;205
Región de Coquimbo;NA;Titular668;Nombre668;Solar;4.44;153.014;NA;NA;5;228;208
Región de Coquimbo;NA;Titular669;Nombre669;Solar;0.288;9;NA;NA;5;224;214
Región de Coquimbo;NA;Titular670;Nombre670;Solar;0.264;9;NA;NA;3;212;249
Región de Coquimbo;NA;Titular671;Nombre671;Solar;0.216;10.5;NA;NA;3;241;239
Región de Coquimbo;NA;Titular672;Nombre672;Solar;0.24;17.64;NA;NA;3;211;206
Región de Coquimbo;NA;Titular673;Nombre673;Solar;3.8808;97.67;NA;NA;2;212;242
Región de La Araucanía;NA;Titular674;Nombre674;Eólica;3.24;130.2;NA;NA;8;292;260
Región de La Araucanía;NA;Titular675;Nombre675;Eólica;3.12;105.6;NA;NA;8;297;262
Región de La Araucanía;NA;Titular676;Nombre676;Eólica;4.8;93;NA;NA;10;283;290
Región de La Araucanía;NA;Titular677;Nombre677;Eólica;1.704;33.6;NA;NA;15;280;274
Región de La Araucanía;NA;Titular678;Nombre678;Eólica;1.56;36.3;NA;NA;12;252;259
Región de La Araucanía;NA;Titular679;Nombre679;Eólica;1.32;43.2;NA;NA;15;259;292
Región de La Araucanía;NA;Titular680;Nombre680;Eólica;2.808;58.65;NA;NA;9;272;294
Región de La Araucanía;NA;Titular681;Nombre681;Eólica;1.56;36.3;NA;NA;16;254;260
Región de La Araucanía;NA;Titular682;Nombre682;Eólica;1.56;39.6;NA;NA;12;281;268
Región de La Araucanía;NA;Titular683;Nombre683;Eólica;1.56;39.6;NA;NA;16;280;286
Región de La Araucanía;NA;Titular684;Nombre684;Eólica;4.8;93;NA;NA;10;254;281
Región de La Araucanía;NA;Titular685;Nombre685;Eólica;1.56;36.3;NA;NA;10;300;278
Región de La Araucanía;NA;Titular686;Nombre686;Eólica;2.808;58.65;NA;NA;12;267;287
Región de La Araucanía;NA;Titular687;Nombre687;Eólica;1.56;36.3;NA;NA;10;272;277
Región de La Araucanía;NA;Titular688;Nombre688;Eólica;2.808;58.65;NA;NA;14;299;263
Región de La Araucanía;NA;Titular689;Nombre689;Eólica;4.8;93;NA;NA;13;298;283
Región de La Araucanía;NA;Titular690;Nombre690;Eólica;3.24;130.2;NA;NA;16;298;274
Región de La Araucanía;NA;Titular691;Nombre691;Eólica;2.808;58.65;NA;NA;14;256;269
Región de La Araucanía;NA;Titular692;Nombre692;Eólica;4.8;93;NA;NA;9;284;276
Región de La Araucanía;NA;Titular693;Nombre693;Hidro;0.864;17.9;NA;NA;4;264;300
Región de La Araucanía;NA;Titular694;Nombre694;Hidro;0.5064;19.9;NA;NA;2;280;294
Región de La Araucanía;NA;Titular695;Nombre695;Hidro;0.864;17.9;NA;NA;2;259;284
Región de La Araucanía;NA;Titular696;Nombre696;Hidro;0.864;17.9;NA;NA;3;281;287
Región de La Araucanía;NA;Titular697;Nombre697;Hidro;0.216;3.7;NA;NA;4;299;279
Región de La Araucanía;NA;Titular698;Nombre698;Hidro;0.864;17.9;NA;NA;5;279;251
Región de La Araucanía;NA;Titular699;Nombre699;Hidro;0.552;6.9;NA;NA;3;258;292
Región de La Araucanía;NA;Titular700;Nombre700;Hidro;0.5064;19.9;NA;NA;3;270;268
Región de La Araucanía;NA;Titular701;Nombre701;Hidro;0.216;3.7;NA;NA;3;286;252
Región de La Araucanía;NA;Titular702;Nombre702;Hidro;0.864;17.9;NA;NA;4;288;268
Región de La Araucanía;NA;Titular703;Nombre703;Hidro;0.5064;19.9;NA;NA;6;254;283
Región de La Araucanía;NA;Titular704;Nombre704;Hidro;0.5064;19.9;NA;NA;2;257;275
Región de La Araucanía;NA;Titular705;Nombre705;Solar;0.12;8.085;NA;NA;4;264;288
Región de La Araucanía;NA;Titular706;Nombre706;Solar;0.192;11.52;NA;NA;5;256;271
Región de La Araucanía;NA;Titular707;Nombre707;Solar;0.24;12.64;NA;NA;2;285;277
Región de La Araucanía;NA;Titular708;Nombre708;Solar;0.264;11;NA;NA;2;253;258
Región de La Araucanía;NA;Titular709;Nombre709;Solar;0.264;11.13;NA;NA;2;275;266
Región de La Araucanía;NA;Titular710;Nombre710;Solar;0.192;11;NA;NA;2;288;272
Región de La Araucanía;NA;Titular711;Nombre711;Solar;0.24;12.64;NA;NA;2;297;259
Región de La Araucanía;NA;Titular712;Nombre712;Solar;3.36;200;NA;NA;4;278;252
Región de La Araucanía;NA;Titular713;Nombre713;Solar;0.264;11;NA;NA;5;274;279
Región de La Araucanía;NA;Titular714;Nombre714;Solar;0.24;10.32;NA;NA;5;299;273
Región de La Araucanía;NA;Titular715;Nombre715;Solar;0.24;11.016;NA;NA;5;267;269
Región de La Araucanía;NA;Titular716;Nombre716;Solar;0.264;6.74;NA;NA;4;292;264
Región de La Araucanía;NA;Titular717;Nombre717;Solar;0.264;11.13;NA;NA;3;257;269
Región de La Araucanía;NA;Titular718;Nombre718;Solar;0.264;11.04;NA;NA;4;263;295
Región de La Araucanía;NA;Titular719;Nombre719;Solar;0.216;10;NA;NA;4;289;286
Región de La Araucanía;NA;Titular720;Nombre720;Solar;0.192;6;NA;NA;3;265;274
Región de La Araucanía;NA;Titular721;Nombre721;Solar;0.288;8.2;NA;NA;5;283;272
Región de La Araucanía;NA;Titular722;Nombre722;Solar;0.288;11.07;NA;NA;4;299;286
Región de La Araucanía;NA;Titular723;Nombre723;Solar;0.12;3.66;NA;NA;5;254;295
Región de La Araucanía;NA;Titular724;Nombre724;Solar;0.192;11;NA;NA;5;260;281
Región de La Araucanía;NA;Titular725;Nombre725;Solar;0.216;10.6;NA;NA;3;256;290
Región de La Araucanía;NA;Titular726;Nombre726;Solar;0.288;11.07;NA;NA;3;257;255
Región de La Araucanía;NA;Titular727;Nombre727;Solar;0.216;11.016;NA;NA;2;291;271
Región de La Araucanía;NA;Titular728;Nombre728;Solar;0.264;10.68;NA;NA;4;257;285
Región de La Araucanía;NA;Titular729;Nombre729;Solar;0.216;10;NA;NA;4;278;254
Región de La Araucanía;NA;Titular730;Nombre730;Solar;0.288;8.2;NA;NA;3;295;272
Región de La Araucanía;NA;Titular731;Nombre731;Solar;0.264;11;NA;NA;2;286;268
Región de La Araucanía;NA;Titular732;Nombre732;Solar;0.12;3.66;NA;NA;3;291;292
Región de La Araucanía;NA;Titular733;Nombre733;Solar;0.24;12.64;NA;NA;5;262;293
Región de La Araucanía;NA;Titular734;Nombre734;Solar;0.12;3.66;NA;NA;5;259;285
Región de La Araucanía;NA;Titular735;Nombre735;Solar;0.264;11;NA;NA;5;283;269
Región de La Araucanía;NA;Titular736;Nombre736;Solar;0.264;11;NA;NA;2;263;299
Región de La Araucanía;NA;Titular737;Nombre737;Solar;0.192;6;NA;NA;4;263;282
Región de La Araucanía;NA;Titular738;Nombre738;Solar;0.264;11.04;NA;NA;5;297;275
Región de La Araucanía;NA;Titular739;Nombre739;Solar;0.264;11.22;NA;NA;3;270;253
Región de La Araucanía;NA;Titular740;Nombre740;Solar;3.36;200;NA;NA;2;276;263
Región de La Araucanía;NA;Titular741;Nombre741;Solar;0.216;10.6;NA;NA;5;257;287
Región de La Araucanía;NA;Titular742;Nombre742;Solar;0.264;11.22;NA;NA;2;277;294
Región de La Araucanía;NA;Titular743;Nombre743;Solar;0.12;3.66;NA;NA;5;257;284
Región de La Araucanía;NA;Titular744;Nombre744;Solar;0.264;11;NA;NA;4;281;270
Región de La Araucanía;NA;Titular745;Nombre745;Solar;0.264;11.22;NA;NA;3;255;264
Región de La Araucanía;NA;Titular746;Nombre746;Solar;0.216;11.016;NA;NA;5;290;265
Región de La Araucanía;NA;Titular747;Nombre747;Solar;0.264;11;NA;NA;3;291;286
Región de La Araucanía;NA;Titular748;Nombre748;Solar;0.12;8.3;NA;NA;2;295;267
Región de La Araucanía;NA;Titular749;Nombre749;Solar;0.12;8.3;NA;NA;2;266;296
Región de La Araucanía;NA;Titular750;Nombre750;Solar;0.216;11.016;NA;NA;3;277;298
Región de La Araucanía;NA;Titular751;Nombre751;Solar;0.288;8.2;NA;NA;5;271;285
Región de La Araucanía;NA;Titular752;Nombre752;Solar;0.264;11.04;NA;NA;3;255;296
Región de La Araucanía;NA;Titular753;Nombre753;Solar;0.288;11.07;NA;NA;2;277;287
Región de La Araucanía;NA;Titular754;Nombre754;Solar;0.264;11.04;NA;NA;4;265;273
Región de La Araucanía;NA;Titular755;Nombre755;Solar;0.264;11.04;NA;NA;4;270;262
Región de La Araucanía;NA;Titular756;Nombre756;Solar;3.36;200;NA;NA;5;267;264
Región de La Araucanía;NA;Titular757;Nombre757;Solar;0.24;10.32;NA;NA;3;298;275
Región de La Araucanía;NA;Titular758;Nombre758;Solar;0.264;10.68;NA;NA;3;283;280
Región de La Araucanía;NA;Titular759;Nombre759;Solar;0.264;6.74;NA;NA;2;274;270
Región de La Araucanía;NA;Titular760;Nombre760;Solar;0.24;11.016;NA;NA;2;255;268
Región de La Araucanía;NA;Titular761;Nombre761;Solar;0.216;11.016;NA;NA;3;269;296
Región de La Araucanía;NA;Titular762;Nombre762;Solar;0.24;11.016;NA;NA;5;293;274
Región de La Araucanía;NA;Titular763;Nombre763;Solar;0.264;11.13;NA;NA;5;295;278
Región de La Araucanía;NA;Titular764;Nombre764;Solar;0.216;11.016;NA;NA;4;270;285
Región de La Araucanía;NA;Titular765;Nombre765;Solar;0.24;10.33;NA;NA;4;293;263
Región de La Araucanía;NA;Titular766;Nombre766;Solar;0.264;11;NA;NA;2;267;261
Región de La Araucanía;NA;Titular767;Nombre767;Solar;0.216;10;NA;NA;3;271;268
Región de La Araucanía;NA;Titular768;Nombre768;Solar;0.192;11;NA;NA;2;265;272
Región de La Araucanía;NA;Titular769;Nombre769;Solar;0.264;10.68;NA;NA;3;256;297
Región de La Araucanía;NA;Titular770;Nombre770;Solar;0.216;11.016;NA;NA;3;280;264
Región de Los Lagos;NA;Titular771;Nombre771;Eólica;12.96;360;NA;NA;15;329;336
Región de Los Lagos;NA;Titular772;Nombre772;Eólica;6;167.4;NA;NA;15;341;315
Región de Los Lagos;NA;Titular773;Nombre773;Eólica;5.088;136.4;NA;NA;13;349;326
Región de Los Lagos;NA;Titular774;Nombre774;Eólica;4.8;132;NA;NA;12;319;319
Región de Los Lagos;NA;Titular775;Nombre775;Eólica;1.836;42.5;NA;NA;11;312;316
Región de Los Lagos;NA;Titular776;Nombre776;Eólica;5.76;173.6;NA;NA;11;345;315
Región de Los Lagos;NA;Titular777;Nombre777;Eólica;0.1848;11;NA;NA;13;320;342
Región de Los Lagos;NA;Titular778;Nombre778;Eólica;0.408;16.8;NA;NA;11;305;323
Región de Los Lagos;NA;Titular779;Nombre779;Eólica;0.2808;9;NA;NA;14;325;313
Región de Los Lagos;NA;Titular780;Nombre780;Eólica;0.408;20.4;NA;NA;9;341;344
Región de Los Lagos;NA;Titular781;Nombre781;Eólica;0.408;16.2;NA;NA;12;326;304
Región de Los Lagos;NA;Titular782;Nombre782;Eólica;4.8;132;NA;NA;11;348;335
Región de Los Lagos;NA;Titular783;Nombre783;Eólica;0.384;21.6;NA;NA;16;350;319
Región de Los Lagos;NA;Titular784;Nombre784;Eólica;0.408;20.4;NA;NA;10;317;336
Región de Los Lagos;NA;Titular785;Nombre785;Eólica;0.408;16.8;NA;NA;14;338;324
Región de Los Lagos;NA;Titular786;Nombre786;Eólica;6.24;153;NA;NA;10;343;318
Región de Los Lagos;NA;Titular787;Nombre787;Eólica;1.836;42.5;NA;NA;8;318;305
Región de Los Lagos;NA;Titular788;Nombre788;Eólica;12.96;360;NA;NA;14;313;334
Región de Los Lagos;NA;Titular789;Nombre789;Eólica;7.488;283.8;NA;NA;14;327;311
Región de Los Lagos;NA;Titular790;Nombre790;Eólica;0.408;20.4;NA;NA;8;336;312
Región de Los Lagos;NA;Titular791;Nombre791;Eólica;1.836;42.5;NA;NA;9;311;320
Región de Los Lagos;NA;Titular792;Nombre792;Eólica;0.408;16.8;NA;NA;15;328;344
Región de Los Lagos;NA;Titular793;Nombre793;Eólica;12.96;360;NA;NA;10;342;308
Región de Los Lagos;NA;Titular794;Nombre794;Eólica;1.836;42.5;NA;NA;12;347;335
Región de Los Lagos;NA;Titular795;Nombre795;Eólica;0.408;16.8;NA;NA;15;306;302
Región de Los Lagos;NA;Titular796;Nombre796;Eólica;0.408;16.8;NA;NA;14;306;327
Región de Los Lagos;NA;Titular797;Nombre797;Eólica;4.8;132;NA;NA;15;341;302
Región de Los Lagos;NA;Titular798;Nombre798;Eólica;5.088;136.4;NA;NA;15;324;328
Región de Los Lagos;NA;Titular799;Nombre799;Eólica;5.376;100;NA;NA;15;344;319
Región de Los Lagos;NA;Titular800;Nombre800;Eólica;0.408;16.2;NA;NA;15;317;312
Región de Los Lagos;NA;Titular801;Nombre801;Eólica;7.8;304;NA;NA;14;339;349
Región de Los Lagos;NA;Titular802;Nombre802;Eólica;0.408;16.8;NA;NA;12;325;338
Región de Los Lagos;NA;Titular803;Nombre803;Eólica;0.408;16.8;NA;NA;15;333;310
Región de Los Lagos;NA;Titular804;Nombre804;Eólica;0.2808;9;NA;NA;10;308;322
Región de Los Lagos;NA;Titular805;Nombre805;Eólica;0.408;20.4;NA;NA;8;320;309
Región de Los Lagos;NA;Titular806;Nombre806;Eólica;0.2808;9;NA;NA;12;340;324
Región de Los Lagos;NA;Titular807;Nombre807;Eólica;0.384;21.6;NA;NA;13;318;341
Región de Los Lagos;NA;Titular808;Nombre808;Eólica;5.088;136.4;NA;NA;16;325;329
Región de Los Lagos;NA;Titular809;Nombre809;Eólica;0.384;21.6;NA;NA;16;332;312
Región de Los Lagos;NA;Titular810;Nombre810;Eólica;0.408;16.8;NA;NA;14;321;332
Región de Los Lagos;NA;Titular811;Nombre811;Eólica;7.488;283.8;NA;NA;13;327;301
Región de Los Lagos;NA;Titular812;Nombre812;Eólica;5.088;136.4;NA;NA;12;332;322
Región de Los Lagos;NA;Titular813;Nombre813;Eólica;0.408;16.8;NA;NA;9;335;333
Región de Los Lagos;NA;Titular814;Nombre814;Eólica;7.8;304;NA;NA;10;322;321
Región de Los Lagos;NA;Titular815;Nombre815;Eólica;0.384;21.6;NA;NA;15;340;328
Región de Los Lagos;NA;Titular816;Nombre816;Eólica;0.408;16.8;NA;NA;15;332;301
Región de Los Lagos;NA;Titular817;Nombre817;Eólica;0.384;21.6;NA;NA;16;340;308
Región de Los Lagos;NA;Titular818;Nombre818;Eólica;0.408;16.8;NA;NA;8;321;319
Región de Los Lagos;NA;Titular819;Nombre819;Eólica;0.384;21.6;NA;NA;8;328;331
Región de Los Lagos;NA;Titular820;Nombre820;Eólica;0.408;20.4;NA;NA;10;333;331
Región de Los Lagos;NA;Titular821;Nombre821;Eólica;1.836;42.5;NA;NA;9;335;314
Región de Los Lagos;NA;Titular822;Nombre822;Eólica;0.1848;11;NA;NA;10;336;313
Región de Los Lagos;NA;Titular823;Nombre823;Eólica;0.408;16.8;NA;NA;14;334;312
Región de Los Lagos;NA;Titular824;Nombre824;Eólica;7.488;283.8;NA;NA;12;338;312
Región de Los Lagos;NA;Titular825;Nombre825;Eólica;5.76;173.6;NA;NA;14;340;316
Región de Los Lagos;NA;Titular826;Nombre826;Eólica;6;167.4;NA;NA;14;349;332
Región de Los Lagos;NA;Titular827;Nombre827;Eólica;24;430;NA;NA;9;315;303
Región de Los Lagos;NA;Titular828;Nombre828;Eólica;0.408;20.4;NA;NA;10;324;308
Región de Los Lagos;NA;Titular829;Nombre829;Eólica;0.408;20.4;NA;NA;13;306;342
Región de Los Lagos;NA;Titular830;Nombre830;Eólica;7.8;304;NA;NA;16;349;311
Región de Los Lagos;NA;Titular831;Nombre831;Eólica;0.1848;11;NA;NA;14;320;324
Región de Los Lagos;NA;Titular832;Nombre832;Eólica;0.384;21.6;NA;NA;8;315;342
Región de Los Lagos;NA;Titular833;Nombre833;Hidro;0.0024;0.3;NA;NA;3;346;343
Región de Los Lagos;NA;Titular834;Nombre834;Hidro;0.36;7.3;NA;NA;2;343;344
Región de Los Lagos;NA;Titular835;Nombre835;Hidro;0.36;7.3;NA;NA;4;315;321
Región de Los Lagos;NA;Titular836;Nombre836;Hidro;0.0024;0.3;NA;NA;5;303;344
Región de Los Lagos;NA;Titular837;Nombre837;Hidro;0.732;6;NA;NA;2;308;301
Región de Los Lagos;NA;Titular838;Nombre838;Hidro;0.0024;0.3;NA;NA;6;314;336
Región de Los Lagos;NA;Titular839;Nombre839;Hidro;0.36;7.3;NA;NA;3;322;330
Región de Los Lagos;NA;Titular840;Nombre840;Hidro;0.288;6;NA;NA;2;328;316
Región de Los Lagos;NA;Titular841;Nombre841;Hidro;0.36;7.3;NA;NA;6;305;310
Región de Los Lagos;NA;Titular842;Nombre842;Hidro-Solar;0.1488;3.1;NA;NA;4;316;313
Región de Los Lagos;NA;Titular843;Nombre843;Hidro-Solar;0.1488;3.1;NA;NA;4;337;304
Región de Los Lagos;NA;Titular844;Nombre844;Solar;0.36;9;NA;NA;5;314;303
Región de Los Lagos;NA;Titular845;Nombre845;Solar;0.36;9.5;NA;NA;2;335;349
Región de Los Lagos;NA;Titular846;Nombre846;Solar;0.336;7.11;NA;NA;3;334;330
Región de Los Lagos;NA;Titular847;Nombre847;Solar;0.744;15.698;NA;NA;4;332;306
Región de Los Lagos;NA;Titular848;Nombre848;Solar;0.24;12.5;NA;NA;5;309;301
Región de Los Lagos;NA;Titular849;Nombre849;Solar;0.336;7.11;NA;NA;3;343;319
Región de Los Lagos;NA;Titular850;Nombre850;Solar;0.36;9;NA;NA;5;343;312
Región de Los Lagos;NA;Titular851;Nombre851;Solar;0.24;12.5;NA;NA;5;335;330
Región de Los Lagos;NA;Titular852;Nombre852;Solar;0.36;10.89;NA;NA;2;346;332
Región de Los Lagos;NA;Titular853;Nombre853;Solar;0.36;9;NA;NA;3;346;309
Región de Los Lagos;NA;Titular854;Nombre854;Solar;0.36;9;NA;NA;5;346;324
Región de Los Lagos;NA;Titular855;Nombre855;Solar;0.36;9.34;NA;NA;3;301;336
Región de Los Lagos;NA;Titular856;Nombre856;Solar;0.648;13.688;NA;NA;5;335;315
Región de Los Lagos;NA;Titular857;Nombre857;Solar;0.36;9;NA;NA;5;301;307
Región de Los Lagos;NA;Titular858;Nombre858;Solar;0.744;15.698;NA;NA;2;349;316
Región de Los Lagos;NA;Titular859;Nombre859;Solar;0.36;10.89;NA;NA;2;307;323
Región de Los Lagos;NA;Titular860;Nombre860;Solar;0.36;9.34;NA;NA;2;335;340
Región de Los Lagos;NA;Titular861;Nombre861;Solar;0.36;9;NA;NA;4;337;322
Región de Los Lagos;NA;Titular862;Nombre862;Solar;0.36;9;NA;NA;2;340;317
Región de Los Lagos;NA;Titular863;Nombre863;Solar;0.24;12.5;NA;NA;2;333;315
Región de Los Lagos;NA;Titular864;Nombre864;Solar;0.648;13.688;NA;NA;3;319;311
Región de Los Ríos;NA;Titular865;Nombre865;Eólica;0.4944;13.5;NA;NA;13;368;387
Región de Los Ríos;NA;Titular866;Nombre866;Eólica;6.72;216;NA;NA;10;358;381
Región de Los Ríos;NA;Titular867;Nombre867;Eólica;14.16;302.4;NA;NA;9;374;384
Región de Los Ríos;NA;Titular868;Nombre868;Eólica;6.72;216;NA;NA;16;389;388
Región de Los Ríos;NA;Titular869;Nombre869;Eólica;6.72;258;NA;NA;14;359;389
Región de Los Ríos;NA;Titular870;Nombre870;Eólica;0.4944;13.5;NA;NA;8;385;362
Región de Los Ríos;NA;Titular871;Nombre871;Eólica;0.66;18;NA;NA;9;379;368
Región de Los Ríos;NA;Titular872;Nombre872;Eólica;2.64;51;NA;NA;8;381;354
Región de Los Ríos;NA;Titular873;Nombre873;Eólica;0.4944;13.5;NA;NA;11;375;386
Región de Los Ríos;NA;Titular874;Nombre874;Eólica;6.72;258;NA;NA;14;396;384
Región de Los Ríos;NA;Titular875;Nombre875;Eólica;6.72;258;NA;NA;15;369;380
Región de Los Ríos;NA;Titular876;Nombre876;Eólica;2.64;51;NA;NA;9;371;394
Región de Los Ríos;NA;Titular877;Nombre877;Eólica;2.64;51;NA;NA;16;352;395
Región de Los Ríos;NA;Titular878;Nombre878;Eólica;0.36;13.09;NA;NA;14;355;391
Región de Los Ríos;NA;Titular879;Nombre879;Eólica;0.4944;13.5;NA;NA;15;395;389
Región de Los Ríos;NA;Titular880;Nombre880;Eólica;14.16;302.4;NA;NA;10;374;353
Región de Los Ríos;NA;Titular881;Nombre881;Eólica;0.66;18;NA;NA;14;398;369
Región de Los Ríos;NA;Titular882;Nombre882;Eólica;6.72;216;NA;NA;14;374;377
Región de Los Ríos;NA;Titular883;Nombre883;Eólica;0.4944;13.5;NA;NA;16;356;358
Región de Los Ríos;NA;Titular884;Nombre884;Hidro;0.036;1.5;NA;NA;4;373;388
Región de Los Ríos;NA;Titular885;Nombre885;Hidro;0.108;3;NA;NA;3;351;392
Región de Los Ríos;NA;Titular886;Nombre886;Hidro;0.372;7.16;NA;NA;5;398;382
Región de Los Ríos;NA;Titular887;Nombre887;Hidro;0.108;3;NA;NA;3;367;387
Región de Los Ríos;NA;Titular888;Nombre888;Hidro;10.608;170;NA;NA;2;379;383
Región de Los Ríos;NA;Titular889;Nombre889;Hidro;0.108;3;NA;NA;4;362;393
Región de Los Ríos;NA;Titular890;Nombre890;Hidro;10.608;170;NA;NA;3;366;399
Región de Los Ríos;NA;Titular891;Nombre891;Hidro;0.108;3;NA;NA;5;377;358
Región de Los Ríos;NA;Titular892;Nombre892;Hidro;0.036;1.5;NA;NA;3;351;395
Región de Los Ríos;NA;Titular893;Nombre893;Hidro;10.608;170;NA;NA;6;400;392
Región de Los Ríos;NA;Titular894;Nombre894;Hidro;0.108;3;NA;NA;2;400;363
Región de Los Ríos;NA;Titular895;Nombre895;Hidro;0.108;3;NA;NA;3;388;380
Región de Los Ríos;NA;Titular896;Nombre896;Solar;0.36;11.45;NA;NA;4;360;366
Región de Los Ríos;NA;Titular897;Nombre897;Solar;0.504;21.27;NA;NA;3;370;366
Región de Los Ríos;NA;Titular898;Nombre898;Solar;0.36;7.42;NA;NA;3;383;357
Región de Los Ríos;NA;Titular899;Nombre899;Solar;0.432;9;NA;NA;5;367;358
Región de Los Ríos;NA;Titular900;Nombre900;Solar;0.48;11.54;NA;NA;4;363;398
Región de Los Ríos;NA;Titular901;Nombre901;Solar;0.36;12.16;NA;NA;5;353;352
Región de Los Ríos;NA;Titular902;Nombre902;Solar;0.36;11.45;NA;NA;4;382;371
Región de Los Ríos;NA;Titular903;Nombre903;Solar;0.504;21.27;NA;NA;2;382;355
Región de Los Ríos;NA;Titular904;Nombre904;Solar;0.24;10.33;NA;NA;4;370;381
Región de Los Ríos;NA;Titular905;Nombre905;Solar;0.24;10.33;NA;NA;2;392;383
Región de Los Ríos;NA;Titular906;Nombre906;Solar;0.24;10.33;NA;NA;4;371;374
Región de Los Ríos;NA;Titular907;Nombre907;Solar;0.36;10.54;NA;NA;4;389;362
Región de Los Ríos;NA;Titular908;Nombre908;Solar;0.36;7.42;NA;NA;3;389;371
Región de Los Ríos;NA;Titular909;Nombre909;Solar;0.504;21.27;NA;NA;5;385;356
Región de Los Ríos;NA;Titular910;Nombre910;Solar;0.36;12.16;NA;NA;3;391;371
Región de Los Ríos;NA;Titular911;Nombre911;Solar;0.36;7.42;NA;NA;2;393;397
Región de Los Ríos;NA;Titular912;Nombre912;Solar;0.36;9;NA;NA;5;399;366
Región de Los Ríos;NA;Titular913;Nombre913;Solar;0.36;12.46;NA;NA;3;386;366
Región de Los Ríos;NA;Titular914;Nombre914;Solar;0.36;11.45;NA;NA;2;370;373
Región de Los Ríos;NA;Titular915;Nombre915;Solar;0.24;10.33;NA;NA;3;351;375
Región de Los Ríos;NA;Titular916;Nombre916;Solar;0.36;13.2;NA;NA;3;354;360
Región de Los Ríos;NA;Titular917;Nombre917;Solar;0.36;12.16;NA;NA;5;389;377
Región de Los Ríos;NA;Titular918;Nombre918;Solar;0.432;9;NA;NA;5;376;369
Región de Los Ríos;NA;Titular919;Nombre919;Solar;0.432;9;NA;NA;3;355;387
Región de Los Ríos;NA;Titular920;Nombre920;Solar;0.48;11.54;NA;NA;4;363;393
Región de Los Ríos;NA;Titular921;Nombre921;Solar;0.24;10.33;NA;NA;5;378;374
Región de Los Ríos;NA;Titular922;Nombre922;Solar;0.24;10.33;NA;NA;5;362;351
Región de Los Ríos;NA;Titular923;Nombre923;Solar;0.504;21.27;NA;NA;3;365;360
Región de Los Ríos;NA;Titular924;Nombre924;Solar;0.36;12.16;NA;NA;4;395;365
