Region;Comuna;Titular;Nombre;Tecnologia;Inversion_MUF;Capacidad_MW;Latitud;Longitud;Plazo;NumeroBanda
Región de Coquimbo;NA;Titular637;Nombre637;Solar;0.0096;0.359;NA;NA;3;240
Región de Coquimbo;NA;Titular638;Nombre638;Solar;0.2256;10.5;NA;NA;5;225
Región de Coquimbo;NA;Titular639;Nombre639;Solar;0.264;9;NA;NA;4;203
Región de Coquimbo;NA;Titular640;Nombre640;Solar;0.12;4.24;NA;NA;5;234
Región de Coquimbo;NA;Titular641;Nombre641;Solar;7.128;394;NA;NA;5;223
Región de Coquimbo;NA;Titular642;Nombre642;Solar;0.336;11.1;NA;NA;4;227
Región de Coquimbo;NA;Titular643;Nombre643;Solar;0.216;10.47;NA;NA;3;212
Región de Coquimbo;NA;Titular644;Nombre644;Solar;0.288;9;NA;NA;3;238
Región de Coquimbo;NA;Titular645;Nombre645;Solar;1.5408;74.659;NA;NA;2;236
Región de Coquimbo;NA;Titular646;Nombre646;Solar;0.24;13;NA;NA;5;215
Región de Coquimbo;NA;Titular647;Nombre647;Solar;7.128;394;NA;NA;2;229
Región de Coquimbo;NA;Titular648;Nombre648;Solar;0.216;10.5;NA;NA;4;212
Región de Coquimbo;NA;Titular649;Nombre649;Solar;0.7056;7;NA;NA;2;221
Región de Coquimbo;NA;Titular650;Nombre650;Solar;0.216;10.466;NA;NA;5;207
Región de Coquimbo;NA;Titular651;Nombre651;Solar;0.72;14.7;NA;NA;3;215
Región de Coquimbo;NA;Titular652;Nombre652;Solar;0.192;12.5;NA;NA;3;225
Región de Coquimbo;NA;Titular653;Nombre653;Solar;1.4712;212.01;NA;NA;3;233
Región de Coquimbo;NA;Titular654;Nombre654;Solar;0.288;13.24;NA;NA;4;246
Región de Coquimbo;NA;Titular655;Nombre655;Solar;1.5408;63.76;NA;NA;5;233
Región de Coquimbo;NA;Titular656;Nombre656;Solar;0.288;12.5;NA;NA;4;211
Región de Coquimbo;NA;Titular657;Nombre657;Solar;0.288;12.5;NA;NA;3;212
Región de Coquimbo;NA;Titular658;Nombre658;Solar;0.24;8.77;NA;NA;2;224
Región de Coquimbo;NA;Titular659;Nombre659;Solar;6;316.21;NA;NA;3;230
Región de Coquimbo;NA;Titular660;Nombre660;Solar;0.192;13.23;NA;NA;2;226
Región de Coquimbo;NA;Titular661;Nombre661;Solar;0.2016;10.66;NA;NA;2;222
Región de Coquimbo;NA;Titular662;Nombre662;Solar;2.28;132;NA;NA;2;236
Región de Coquimbo;NA;Titular663;Nombre663;Solar;0.336;11.1;NA;NA;2;243
Región de Coquimbo;NA;Titular664;Nombre664;Solar;0.24;8.77;NA;NA;4;228
Región de Coquimbo;NA;Titular665;Nombre665;Solar;0.228;12.5;NA;NA;2;216
Región de Coquimbo;NA;Titular666;Nombre666;Solar;0.036;0.47;NA;NA;3;202
Región de Coquimbo;NA;Titular667;Nombre667;Solar;0.24;8.77;NA;NA;2;222
Región de Coquimbo;NA;Titular668;Nombre668;Solar;0.288;9;NA;NA;2;210
Región de Coquimbo;NA;Titular669;Nombre669;Solar;0.2016;10.66;NA;NA;2;244
Región de Coquimbo;NA;Titular670;Nombre670;Solar;3.312;172.68;NA;NA;5;231
Región de Coquimbo;NA;Titular671;Nombre671;Solar;0.288;11.78;NA;NA;2;250
Región de Coquimbo;NA;Titular672;Nombre672;Solar;0.2256;10.5;NA;NA;2;241
Región de Coquimbo;NA;Titular673;Nombre673;Solar;0.7056;7;NA;NA;2;209
Región de La Araucanía;NA;Titular674;Nombre674;Eólica;2.808;58.65;NA;NA;11;281
Región de La Araucanía;NA;Titular675;Nombre675;Eólica;3.24;130.2;NA;NA;13;289
Región de La Araucanía;NA;Titular676;Nombre676;Eólica;3.12;105.6;NA;NA;15;254
Región de La Araucanía;NA;Titular677;Nombre677;Eólica;1.56;39.6;NA;NA;10;272
Región de La Araucanía;NA;Titular678;Nombre678;Eólica;1.56;39.6;NA;NA;11;291
Región de La Araucanía;NA;Titular679;Nombre679;Eólica;4.8;93;NA;NA;12;281
Región de La Araucanía;NA;Titular680;Nombre680;Eólica;1.56;36.3;NA;NA;11;297
Región de La Araucanía;NA;Titular681;Nombre681;Eólica;1.704;33.6;NA;NA;9;287
Región de La Araucanía;NA;Titular682;Nombre682;Eólica;1.56;39.6;NA;NA;16;274
Región de La Araucanía;NA;Titular683;Nombre683;Eólica;3.24;130.2;NA;NA;13;275
Región de La Araucanía;NA;Titular684;Nombre684;Eólica;1.56;36.3;NA;NA;14;251
Región de La Araucanía;NA;Titular685;Nombre685;Eólica;4.8;93;NA;NA;9;298
Región de La Araucanía;NA;Titular686;Nombre686;Eólica;1.704;33.6;NA;NA;13;293
Región de La Araucanía;NA;Titular687;Nombre687;Eólica;2.808;58.65;NA;NA;13;276
Región de La Araucanía;NA;Titular688;Nombre688;Eólica;4.8;93;NA;NA;13;293
Región de La Araucanía;NA;Titular689;Nombre689;Eólica;1.56;39.6;NA;NA;8;275
Región de La Araucanía;NA;Titular690;Nombre690;Eólica;1.56;39.6;NA;NA;8;256
Región de La Araucanía;NA;Titular691;Nombre691;Eólica;4.8;93;NA;NA;14;257
Región de La Araucanía;NA;Titular692;Nombre692;Eólica;3.24;130.2;NA;NA;8;282
Región de La Araucanía;NA;Titular693;Nombre693;Hidro;0.552;6.9;NA;NA;6;298
Región de La Araucanía;NA;Titular694;Nombre694;Hidro;1.14;15;NA;NA;3;286
Región de La Araucanía;NA;Titular695;Nombre695;Hidro;1.14;15;NA;NA;4;298
Región de La Araucanía;NA;Titular696;Nombre696;Hidro;0.216;3.7;NA;NA;4;261
Región de La Araucanía;NA;Titular697;Nombre697;Hidro;0.5064;19.9;NA;NA;4;282
Región de La Araucanía;NA;Titular698;Nombre698;Hidro;0.216;3.7;NA;NA;4;292
Región de La Araucanía;NA;Titular699;Nombre699;Hidro;1.14;15;NA;NA;3;293
Región de La Araucanía;NA;Titular700;Nombre700;Hidro;0.552;6.9;NA;NA;3;300
Región de La Araucanía;NA;Titular701;Nombre701;Hidro;0.5064;19.9;NA;NA;3;256
Región de La Araucanía;NA;Titular702;Nombre702;Hidro;1.14;15;NA;NA;2;264
Región de La Araucanía;NA;Titular703;Nombre703;Hidro;0.216;3.7;NA;NA;5;260
Región de La Araucanía;NA;Titular704;Nombre704;Hidro;0.5064;19.9;NA;NA;3;261
Región de La Araucanía;NA;Titular705;Nombre705;Solar;0.264;11.13;NA;NA;5;268
Región de La Araucanía;NA;Titular706;Nombre706;Solar;0.24;10.33;NA;NA;5;273
Región de La Araucanía;NA;Titular707;Nombre707;Solar;0.216;11.016;NA;NA;5;254
Región de La Araucanía;NA;Titular708;Nombre708;Solar;0.264;11.04;NA;NA;5;252
Región de La Araucanía;NA;Titular709;Nombre709;Solar;0.264;11.13;NA;NA;3;260
Región de La Araucanía;NA;Titular710;Nombre710;Solar;0.264;11.04;NA;NA;2;262
Región de La Araucanía;NA;Titular711;Nombre711;Solar;0.12;8.3;NA;NA;4;290
Región de La Araucanía;NA;Titular712;Nombre712;Solar;0.264;11.04;NA;NA;4;256
Región de La Araucanía;NA;Titular713;Nombre713;Solar;0.216;10;NA;NA;5;287
Región de La Araucanía;NA;Titular714;Nombre714;Solar;0.264;10.68;NA;NA;2;291
Región de La Araucanía;NA;Titular715;Nombre715;Solar;0.192;11;NA;NA;4;262
Región de La Araucanía;NA;Titular716;Nombre716;Solar;0.24;11.016;NA;NA;4;292
Región de La Araucanía;NA;Titular717;Nombre717;Solar;0.264;10.68;NA;NA;5;291
Región de La Araucanía;NA;Titular718;Nombre718;Solar;3.36;200;NA;NA;2;256
Región de La Araucanía;NA;Titular719;Nombre719;Solar;0.264;11.04;NA;NA;4;284
Región de La Araucanía;NA;Titular720;Nombre720;Solar;0.264;10.68;NA;NA;4;285
Región de La Araucanía;NA;Titular721;Nombre721;Solar;0.264;11.22;NA;NA;2;256
Región de La Araucanía;NA;Titular722;Nombre722;Solar;0.1032;6.9;NA;NA;3;254
Región de La Araucanía;NA;Titular723;Nombre723;Solar;0.12;8.3;NA;NA;5;252
Región de La Araucanía;NA;Titular724;Nombre724;Solar;0.192;11;NA;NA;4;299
Región de La Araucanía;NA;Titular725;Nombre725;Solar;0.24;10.32;NA;NA;2;266
Región de La Araucanía;NA;Titular726;Nombre726;Solar;0.12;8.3;NA;NA;2;266
Región de La Araucanía;NA;Titular727;Nombre727;Solar;0.264;11.04;NA;NA;5;300
Región de La Araucanía;NA;Titular728;Nombre728;Solar;0.264;11;NA;NA;3;266
Región de La Araucanía;NA;Titular729;Nombre729;Solar;0.264;11.04;NA;NA;5;285
Región de La Araucanía;NA;Titular730;Nombre730;Solar;0.264;11.22;NA;NA;5;294
Región de La Araucanía;NA;Titular731;Nombre731;Solar;0.288;11.07;NA;NA;4;266
Región de La Araucanía;NA;Titular732;Nombre732;Solar;0.12;8.085;NA;NA;4;298
Región de La Araucanía;NA;Titular733;Nombre733;Solar;0.264;6.74;NA;NA;3;293
Región de La Araucanía;NA;Titular734;Nombre734;Solar;0.12;3.66;NA;NA;5;267
Región de La Araucanía;NA;Titular735;Nombre735;Solar;0.288;8.2;NA;NA;5;299
Región de La Araucanía;NA;Titular736;Nombre736;Solar;0.12;3.66;NA;NA;5;254
Región de La Araucanía;NA;Titular737;Nombre737;Solar;0.264;11.22;NA;NA;4;298
Región de La Araucanía;NA;Titular738;Nombre738;Solar;0.12;3.66;NA;NA;5;299
Región de La Araucanía;NA;Titular739;Nombre739;Solar;0.24;10.33;NA;NA;5;290
Región de La Araucanía;NA;Titular740;Nombre740;Solar;0.12;8.3;NA;NA;5;259
Región de La Araucanía;NA;Titular741;Nombre741;Solar;0.12;8.085;NA;NA;2;299
Región de La Araucanía;NA;Titular742;Nombre742;Solar;0.264;6.74;NA;NA;5;266
Región de La Araucanía;NA;Titular743;Nombre743;Solar;0.216;11.016;NA;NA;2;297
Región de La Araucanía;NA;Titular744;Nombre744;Solar;0.12;8.3;NA;NA;2;276
Región de La Araucanía;NA;Titular745;Nombre745;Solar;0.264;11;NA;NA;5;276
Región de La Araucanía;NA;Titular746;Nombre746;Solar;0.24;11.016;NA;NA;2;281
Región de La Araucanía;NA;Titular747;Nombre747;Solar;0.264;11;NA;NA;3;272
Región de La Araucanía;NA;Titular748;Nombre748;Solar;0.192;6;NA;NA;3;285
Región de La Araucanía;NA;Titular749;Nombre749;Solar;0.24;10.33;NA;NA;3;284
Región de La Araucanía;NA;Titular750;Nombre750;Solar;0.264;11;NA;NA;3;282
Región de La Araucanía;NA;Titular751;Nombre751;Solar;0.24;10.33;NA;NA;4;273
Región de La Araucanía;NA;Titular752;Nombre752;Solar;0.264;11;NA;NA;5;263
Región de La Araucanía;NA;Titular753;Nombre753;Solar;0.216;11.016;NA;NA;4;266
Región de La Araucanía;NA;Titular754;Nombre754;Solar;3.36;200;NA;NA;2;291
Región de La Araucanía;NA;Titular755;Nombre755;Solar;0.288;11.07;NA;NA;2;288
Región de La Araucanía;NA;Titular756;Nombre756;Solar;0.24;12.64;NA;NA;2;258
Región de La Araucanía;NA;Titular757;Nombre757;Solar;0.264;11;NA;NA;5;300
Región de La Araucanía;NA;Titular758;Nombre758;Solar;0.288;11.07;NA;NA;4;288
Región de La Araucanía;NA;Titular759;Nombre759;Solar;0.264;11;NA;NA;5;287
Región de La Araucanía;NA;Titular760;Nombre760;Solar;0.24;10.33;NA;NA;2;252
Región de La Araucanía;NA;Titular761;Nombre761;Solar;0.216;10;NA;NA;5;296
Región de La Araucanía;NA;Titular762;Nombre762;Solar;0.264;11;NA;NA;5;291
Región de La Araucanía;NA;Titular763;Nombre763;Solar;0.264;11;NA;NA;3;294
Región de La Araucanía;NA;Titular764;Nombre764;Solar;0.12;8.3;NA;NA;2;256
Región de La Araucanía;NA;Titular765;Nombre765;Solar;0.264;11.13;NA;NA;3;280
Región de La Araucanía;NA;Titular766;Nombre766;Solar;0.1032;6.9;NA;NA;2;265
Región de La Araucanía;NA;Titular767;Nombre767;Solar;0.12;8.085;NA;NA;3;259
Región de La Araucanía;NA;Titular768;Nombre768;Solar;0.192;6;NA;NA;4;261
Región de La Araucanía;NA;Titular769;Nombre769;Solar;0.12;8.085;NA;NA;5;289
Región de La Araucanía;NA;Titular770;Nombre770;Solar;0.24;10.32;NA;NA;2;256
Región de Los Lagos;NA;Titular771;Nombre771;Eólica;5.376;100;NA;NA;8;327
Región de Los Lagos;NA;Titular772;Nombre772;Eólica;4.8;132;NA;NA;10;310
Región de Los Lagos;NA;Titular773;Nombre773;Eólica;4.8;132;NA;NA;12;314
Región de Los Lagos;NA;Titular774;Nombre774;Eólica;5.376;100;NA;NA;14;318
Región de Los Lagos;NA;Titular775;Nombre775;Eólica;0.2808;9;NA;NA;13;317
Región de Los Lagos;NA;Titular776;Nombre776;Eólica;7.8;304;NA;NA;8;330
Región de Los Lagos;NA;Titular777;Nombre777;Eólica;1.836;42.5;NA;NA;8;315
Región de Los Lagos;NA;Titular778;Nombre778;Eólica;5.376;100;NA;NA;12;343
Región de Los Lagos;NA;Titular779;Nombre779;Eólica;5.376;100;NA;NA;13;324
Región de Los Lagos;NA;Titular780;Nombre780;Eólica;5.76;173.6;NA;NA;9;343
Región de Los Lagos;NA;Titular781;Nombre781;Eólica;0.408;16.8;NA;NA;12;322
Región de Los Lagos;NA;Titular782;Nombre782;Eólica;0.408;16.8;NA;NA;8;314
Región de Los Lagos;NA;Titular783;Nombre783;Eólica;0.2808;9;NA;NA;8;329
Región de Los Lagos;NA;Titular784;Nombre784;Eólica;1.836;42.5;NA;NA;13;310
Región de Los Lagos;NA;Titular785;Nombre785;Eólica;5.76;173.6;NA;NA;9;317
Región de Los Lagos;NA;Titular786;Nombre786;Eólica;5.376;100;NA;NA;16;321
Región de Los Lagos;NA;Titular787;Nombre787;Eólica;12.96;360;NA;NA;16;306
Región de Los Lagos;NA;Titular788;Nombre788;Eólica;0.408;16.8;NA;NA;13;343
Región de Los Lagos;NA;Titular789;Nombre789;Eólica;0.2808;9;NA;NA;11;316
Región de Los Lagos;NA;Titular790;Nombre790;Eólica;7.8;304;NA;NA;13;322
Región de Los Lagos;NA;Titular791;Nombre791;Eólica;7.8;304;NA;NA;9;342
Región de Los Lagos;NA;Titular792;Nombre792;Eólica;0.408;16.2;NA;NA;13;315
Región de Los Lagos;NA;Titular793;Nombre793;Eólica;0.408;16.8;NA;NA;12;345
Región de Los Lagos;NA;Titular794;Nombre794;Eólica;24;430;NA;NA;14;338
Región de Los Lagos;NA;Titular795;Nombre795;Eólica;0.2808;9;NA;NA;12;317
Región de Los Lagos;NA;Titular796;Nombre796;Eólica;12.96;360;NA;NA;9;347
Región de Los Lagos;NA;Titular797;Nombre797;Eólica;0.384;21.6;NA;NA;10;343
Región de Los Lagos;NA;Titular798;Nombre798;Eólica;0.408;16.2;NA;NA;15;308
Región de Los Lagos;NA;Titular799;Nombre799;Eólica;7.8;304;NA;NA;8;323
Región de Los Lagos;NA;Titular800;Nombre800;Eólica;0.408;16.8;NA;NA;10;348
Región de Los Lagos;NA;Titular801;Nombre801;Eólica;0.384;21.6;NA;NA;9;348
Región de Los Lagos;NA;Titular802;Nombre802;Eólica;7.8;304;NA;NA;16;348
Región de Los Lagos;NA;Titular803;Nombre803;Eólica;0.384;21.6;NA;NA;14;325
Región de Los Lagos;NA;Titular804;Nombre804;Eólica;0.408;16.2;NA;NA;13;325
Región de Los Lagos;NA;Titular805;Nombre805;Eólica;0.408;16.2;NA;NA;12;314
Región de Los Lagos;NA;Titular806;Nombre806;Eólica;0.384;21.6;NA;NA;9;339
Región de Los Lagos;NA;Titular807;Nombre807;Eólica;5.376;100;NA;NA;12;324
Región de Los Lagos;NA;Titular808;Nombre808;Eólica;0.408;16.8;NA;NA;16;340
Región de Los Lagos;NA;Titular809;Nombre809;Eólica;0.408;16.2;NA;NA;15;324
Región de Los Lagos;NA;Titular810;Nombre810;Eólica;0.408;20.4;NA;NA;10;348
Región de Los Lagos;NA;Titular811;Nombre811;Eólica;0.2808;9;NA;NA;13;321
Región de Los Lagos;NA;Titular812;Nombre812;Eólica;7.8;304;NA;NA;15;335
Región de Los Lagos;NA;Titular813;Nombre813;Eólica;0.384;21.6;NA;NA;9;340
Región de Los Lagos;NA;Titular814;Nombre814;Eólica;0.384;21.6;NA;NA;13;341
Región de Los Lagos;NA;Titular815;Nombre815;Eólica;6.24;153;NA;NA;12;304
Región de Los Lagos;NA;Titular816;Nombre816;Eólica;0.384;21.6;NA;NA;10;337
Región de Los Lagos;NA;Titular817;Nombre817;Eólica;0.408;16.8;NA;NA;12;317
Región de Los Lagos;NA;Titular818;Nombre818;Eólica;0.408;16.8;NA;NA;8;322
Región de Los Lagos;NA;Titular819;Nombre819;Eólica;0.408;20.4;NA;NA;16;316
Región de Los Lagos;NA;Titular820;Nombre820;Eólica;0.2808;9;NA;NA;12;348
Región de Los Lagos;NA;Titular821;Nombre821;Eólica;0.384;21.6;NA;NA;12;345
Región de Los Lagos;NA;Titular822;Nombre822;Eólica;5.088;136.4;NA;NA;8;350
Región de Los Lagos;NA;Titular823;Nombre823;Eólica;5.76;173.6;NA;NA;9;307
Región de Los Lagos;NA;Titular824;Nombre824;Eólica;0.384;21.6;NA;NA;15;331
Región de Los Lagos;NA;Titular825;Nombre825;Eólica;0.408;16.2;NA;NA;10;320
Región de Los Lagos;NA;Titular826;Nombre826;Eólica;0.408;16.8;NA;NA;11;311
Región de Los Lagos;NA;Titular827;Nombre827;Eólica;7.8;304;NA;NA;14;303
Región de Los Lagos;NA;Titular828;Nombre828;Eólica;7.8;304;NA;NA;16;347
Región de Los Lagos;NA;Titular829;Nombre829;Eólica;0.1848;11;NA;NA;13;323
Región de Los Lagos;NA;Titular830;Nombre830;Eólica;0.408;16.8;NA;NA;12;329
Región de Los Lagos;NA;Titular831;Nombre831;Eólica;7.8;304;NA;NA;15;327
Región de Los Lagos;NA;Titular832;Nombre832;Eólica;0.384;21.6;NA;NA;16;345
Región de Los Lagos;NA;Titular833;Nombre833;Hidro;0.0024;0.3;NA;NA;2;303
Región de Los Lagos;NA;Titular834;Nombre834;Hidro;0.36;7.3;NA;NA;6;325
Región de Los Lagos;NA;Titular835;Nombre835;Hidro;0.0024;0.3;NA;NA;5;314
Región de Los Lagos;NA;Titular836;Nombre836;Hidro;0.288;6;NA;NA;2;324
Región de Los Lagos;NA;Titular837;Nombre837;Hidro;0.36;7.3;NA;NA;5;313
Región de Los Lagos;NA;Titular838;Nombre838;Hidro;0.732;6;NA;NA;4;345
Región de Los Lagos;NA;Titular839;Nombre839;Hidro;0.0024;0.3;NA;NA;2;344
Región de Los Lagos;NA;Titular840;Nombre840;Hidro;0.36;7.3;NA;NA;4;315
Región de Los Lagos;NA;Titular841;Nombre841;Hidro;0.732;6;NA;NA;4;344
Región de Los Lagos;NA;Titular842;Nombre842;Hidro;0.288;6;NA;NA;2;349
Región de Los Lagos;NA;Titular843;Nombre843;Hidro-Solar;0.1488;3.1;NA;NA;2;339
Región de Los Lagos;NA;Titular844;Nombre844;Hidro-Solar;0.1488;3.1;NA;NA;2;319
Región de Los Lagos;NA;Titular845;Nombre845;Solar;0.648;13.688;NA;NA;5;304
Región de Los Lagos;NA;Titular846;Nombre846;Solar;0.36;9.5;NA;NA;3;305
Región de Los Lagos;NA;Titular847;Nombre847;Solar;0.36;9.5;NA;NA;2;309
Región de Los Lagos;NA;Titular848;Nombre848;Solar;0.36;9.5;NA;NA;2;318
Región de Los Lagos;NA;Titular849;Nombre849;Solar;0.36;9;NA;NA;2;344
Región de Los Lagos;NA;Titular850;Nombre850;Solar;0.36;9;NA;NA;5;315
Región de Los Lagos;NA;Titular851;Nombre851;Solar;0.24;12.5;NA;NA;5;313
Región de Los Lagos;NA;Titular852;Nombre852;Solar;0.336;7.11;NA;NA;4;311
Región de Los Lagos;NA;Titular853;Nombre853;Solar;0.36;9;NA;NA;4;331
Región de Los Lagos;NA;Titular854;Nombre854;Solar;0.336;7.11;NA;NA;3;333
Región de Los Lagos;NA;Titular855;Nombre855;Solar;0.36;9.34;NA;NA;5;318
Región de Los Lagos;NA;Titular856;Nombre856;Solar;0.336;7.11;NA;NA;4;342
Región de Los Lagos;NA;Titular857;Nombre857;Solar;0.36;9;NA;NA;4;327
Región de Los Lagos;NA;Titular858;Nombre858;Solar;0.24;12.5;NA;NA;4;343
Región de Los Lagos;NA;Titular859;Nombre859;Solar;0.36;9;NA;NA;2;342
Región de Los Lagos;NA;Titular860;Nombre860;Solar;0.36;10.89;NA;NA;3;305
Región de Los Lagos;NA;Titular861;Nombre861;Solar;0.36;9;NA;NA;5;314
Región de Los Lagos;NA;Titular862;Nombre862;Solar;0.648;13.688;NA;NA;5;318
Región de Los Lagos;NA;Titular863;Nombre863;Solar;0.36;9;NA;NA;3;326
Región de Los Lagos;NA;Titular864;Nombre864;Solar;0.648;13.688;NA;NA;3;339
Región de Los Lagos;NA;Titular865;Nombre865;Solar;0.36;9;NA;NA;3;328
Región de Los Ríos;NA;Titular866;Nombre866;Eólica;0.36;13.09;NA;NA;15;381
Región de Los Ríos;NA;Titular867;Nombre867;Eólica;7.6608;216;NA;NA;16;370
Región de Los Ríos;NA;Titular868;Nombre868;Eólica;2.64;51;NA;NA;15;354
Región de Los Ríos;NA;Titular869;Nombre869;Eólica;7.6608;216;NA;NA;13;390
Región de Los Ríos;NA;Titular870;Nombre870;Eólica;0.66;18;NA;NA;15;367
Región de Los Ríos;NA;Titular871;Nombre871;Eólica;0.36;13.09;NA;NA;9;380
Región de Los Ríos;NA;Titular872;Nombre872;Eólica;0.36;13.09;NA;NA;16;382
Región de Los Ríos;NA;Titular873;Nombre873;Eólica;0.36;13.09;NA;NA;10;400
Región de Los Ríos;NA;Titular874;Nombre874;Eólica;6.72;216;NA;NA;15;379
Región de Los Ríos;NA;Titular875;Nombre875;Eólica;6.72;258;NA;NA;14;376
Región de Los Ríos;NA;Titular876;Nombre876;Eólica;6.72;216;NA;NA;11;363
Región de Los Ríos;NA;Titular877;Nombre877;Eólica;6.72;216;NA;NA;14;393
Región de Los Ríos;NA;Titular878;Nombre878;Eólica;0.4944;13.5;NA;NA;8;351
Región de Los Ríos;NA;Titular879;Nombre879;Eólica;7.6608;216;NA;NA;9;389
Región de Los Ríos;NA;Titular880;Nombre880;Eólica;6.72;216;NA;NA;10;355
Región de Los Ríos;NA;Titular881;Nombre881;Eólica;0.4944;13.5;NA;NA;13;366
Región de Los Ríos;NA;Titular882;Nombre882;Eólica;6.72;258;NA;NA;11;371
Región de Los Ríos;NA;Titular883;Nombre883;Eólica;6.72;258;NA;NA;12;388
Región de Los Ríos;NA;Titular884;Nombre884;Eólica;2.64;51;NA;NA;13;368
Región de Los Ríos;NA;Titular885;Nombre885;Hidro;0.108;3;NA;NA;6;378
Región de Los Ríos;NA;Titular886;Nombre886;Hidro;0.372;7.16;NA;NA;5;376
Región de Los Ríos;NA;Titular887;Nombre887;Hidro;10.608;170;NA;NA;4;356
Región de Los Ríos;NA;Titular888;Nombre888;Hidro;0.108;3;NA;NA;6;382
Región de Los Ríos;NA;Titular889;Nombre889;Hidro;10.608;170;NA;NA;4;388
Región de Los Ríos;NA;Titular890;Nombre890;Hidro;10.608;170;NA;NA;3;383
Región de Los Ríos;NA;Titular891;Nombre891;Hidro;0.108;3;NA;NA;6;354
Región de Los Ríos;NA;Titular892;Nombre892;Hidro;0.108;3;NA;NA;6;353
Región de Los Ríos;NA;Titular893;Nombre893;Hidro;0.036;1.5;NA;NA;5;389
Región de Los Ríos;NA;Titular894;Nombre894;Hidro;0.372;7.16;NA;NA;5;371
Región de Los Ríos;NA;Titular895;Nombre895;Hidro;0.108;3;NA;NA;4;361
Región de Los Ríos;NA;Titular896;Nombre896;Hidro;0.036;1.5;NA;NA;4;376
Región de Los Ríos;NA;Titular897;Nombre897;Solar;0.36;12.46;NA;NA;4;375
Región de Los Ríos;NA;Titular898;Nombre898;Solar;0.504;21.27;NA;NA;2;353
Región de Los Ríos;NA;Titular899;Nombre899;Solar;0.432;9;NA;NA;2;391
Región de Los Ríos;NA;Titular900;Nombre900;Solar;0.36;12.16;NA;NA;5;352
Región de Los Ríos;NA;Titular901;Nombre901;Solar;0.36;7.42;NA;NA;2;371
Región de Los Ríos;NA;Titular902;Nombre902;Solar;0.36;12.16;NA;NA;2;361
Región de Los Ríos;NA;Titular903;Nombre903;Solar;0.504;21.27;NA;NA;2;367
Región de Los Ríos;NA;Titular904;Nombre904;Solar;0.36;10.54;NA;NA;5;360
Región de Los Ríos;NA;Titular905;Nombre905;Solar;0.36;9;NA;NA;5;392
Región de Los Ríos;NA;Titular906;Nombre906;Solar;0.36;9;NA;NA;3;376
Región de Los Ríos;NA;Titular907;Nombre907;Solar;0.432;9;NA;NA;3;392
Región de Los Ríos;NA;Titular908;Nombre908;Solar;0.24;10.33;NA;NA;5;392
Región de Los Ríos;NA;Titular909;Nombre909;Solar;0.36;10.54;NA;NA;5;363
Región de Los Ríos;NA;Titular910;Nombre910;Solar;0.432;9;NA;NA;2;369
Región de Los Ríos;NA;Titular911;Nombre911;Solar;0.504;21.27;NA;NA;3;374
Región de Los Ríos;NA;Titular912;Nombre912;Solar;0.504;21.27;NA;NA;3;363
Región de Los Ríos;NA;Titular913;Nombre913;Solar;0.24;10.33;NA;NA;2;391
Región de Los Ríos;NA;Titular914;Nombre914;Solar;0.36;13.2;NA;NA;2;388
Región de Los Ríos;NA;Titular915;Nombre915;Solar;0.24;10.33;NA;NA;4;367
Región de Los Ríos;NA;Titular916;Nombre916;Solar;0.36;7.42;NA;NA;2;395
Región de Los Ríos;NA;Titular917;Nombre917;Solar;0.36;12.16;NA;NA;4;392
Región de Los Ríos;NA;Titular918;Nombre918;Solar;0.36;10.54;NA;NA;4;385
Región de Los Ríos;NA;Titular919;Nombre919;Solar;0.36;10.54;NA;NA;4;372
Región de Los Ríos;NA;Titular920;Nombre920;Solar;0.48;11.54;NA;NA;2;384
Región de Los Ríos;NA;Titular921;Nombre921;Solar;0.504;21.27;NA;NA;4;395
Región de Los Ríos;NA;Titular922;Nombre922;Solar;0.504;21.27;NA;NA;2;377
Región de Los Ríos;NA;Titular923;Nombre923;Solar;0.36;11.45;NA;NA;4;395
Región de Los Ríos;NA;Titular924;Nombre924;Solar;0.36;12.16;NA;NA;2;352
Región de Los Ríos;NA;Titular925;Nombre925;Solar;0.504;21.27;NA;NA;4;388
Región de Los Ríos;NA;Titular926;Nombre926;Solar;0.504;21.27;NA;NA;5;384
Región de Magallanes y de la Antártica Chilena;NA;Titular927;Nombre927;Eólica;12;384;NA;NA;11;422
Región de Magallanes y de la Antártica Chilena;NA;Titular928;Nombre928;Eólica;12;325;NA;NA;15;437
Región de Magallanes y de la Antártica Chilena;NA;Titular929;Nombre929;Eólica;12;384;NA;NA;8;420
Región de Magallanes y de la Antártica Chilena;NA;Titular930;Nombre930;Eólica;12;325;NA;NA;8;450
Región de Magallanes y de la Antártica Chilena;NA;Titular931;Nombre931;Eólica;12;384;NA;NA;8;407
Región de Magallanes y de la Antártica Chilena;NA;Titular932;Nombre932;Eólica;12;384;NA;NA;8;416
Región de Magallanes y de la Antártica Chilena;NA;Titular933;Nombre933;Eólica;12;325;NA;NA;10;433
Región de Magallanes y de la Antártica Chilena;NA;Titular934;Nombre934;Hidro;0.192;1;NA;NA;3;410
Región de Magallanes y de la Antártica Chilena;NA;Titular935;Nombre935;Hidro;0.192;1;NA;NA;6;403
Región de Ñuble;NA;Titular936;Nombre936;Eólica;4.128;115.2;NA;NA;15;489
Región de Ñuble;NA;Titular937;Nombre937;Eólica;7.2;248;NA;NA;9;470
Región de Ñuble;NA;Titular938;Nombre938;Eólica;5.784;187.5;NA;NA;8;476
