Region;Comuna;Titular;Nombre;Tecnologia;Inversion_MMUS;Capacidad_MW;Latitud;Longitud;Plazo
Región de Coquimbo;NA;Titular663;Nombre663;Solar;9.4;10.49;NA;NA;4
Región de Coquimbo;NA;Titular664;Nombre664;Solar;5;4.24;NA;NA;5
Región de Coquimbo;NA;Titular665;Nombre665;Solar;8;8;NA;NA;5
Región de Coquimbo;NA;Titular666;Nombre666;Solar;9.5;12.5;NA;NA;4
Región de Coquimbo;NA;Titular667;Nombre667;Solar;9.4;10.49;NA;NA;4
Región de Coquimbo;NA;Titular668;Nombre668;Solar;12;12;NA;NA;4
Región de Coquimbo;NA;Titular669;Nombre669;Solar;26.7;6.2;NA;NA;2
Región de Coquimbo;NA;Titular670;Nombre670;Solar;297;394;NA;NA;5
Región de Coquimbo;NA;Titular671;Nombre671;Solar;8.4;10.66;NA;NA;4
Región de Coquimbo;NA;Titular672;Nombre672;Solar;10.2;10.9;NA;NA;3
Región de Coquimbo;NA;Titular673;Nombre673;Solar;8;12.5;NA;NA;4
Región de Coquimbo;NA;Titular674;Nombre674;Solar;9;10.5;NA;NA;5
Región de La Araucanía;NA;Titular675;Nombre675;Eólica;135;130.2;NA;NA;16
Región de La Araucanía;NA;Titular676;Nombre676;Eólica;117;58.65;NA;NA;16
Región de La Araucanía;NA;Titular677;Nombre677;Eólica;55;43.2;NA;NA;16
Región de La Araucanía;NA;Titular678;Nombre678;Eólica;65;39.6;NA;NA;9
Región de La Araucanía;NA;Titular679;Nombre679;Eólica;55;43.2;NA;NA;11
Región de La Araucanía;NA;Titular680;Nombre680;Eólica;117;58.65;NA;NA;15
Región de La Araucanía;NA;Titular681;Nombre681;Eólica;130;105.6;NA;NA;8
Región de La Araucanía;NA;Titular682;Nombre682;Eólica;65;39.6;NA;NA;13
Región de La Araucanía;NA;Titular683;Nombre683;Eólica;71;33.6;NA;NA;16
Región de La Araucanía;NA;Titular684;Nombre684;Eólica;65;36.3;NA;NA;14
Región de La Araucanía;NA;Titular685;Nombre685;Eólica;130;105.6;NA;NA;12
Región de La Araucanía;NA;Titular686;Nombre686;Eólica;55;43.2;NA;NA;14
Región de La Araucanía;NA;Titular687;Nombre687;Eólica;135;130.2;NA;NA;14
Región de La Araucanía;NA;Titular688;Nombre688;Eólica;65;39.6;NA;NA;8
Región de La Araucanía;NA;Titular689;Nombre689;Eólica;55;43.2;NA;NA;11
Región de La Araucanía;NA;Titular690;Nombre690;Eólica;65;36.3;NA;NA;8
Región de La Araucanía;NA;Titular691;Nombre691;Eólica;117;58.65;NA;NA;9
Región de La Araucanía;NA;Titular692;Nombre692;Eólica;130;105.6;NA;NA;15
Región de La Araucanía;NA;Titular693;Nombre693;Eólica;130;105.6;NA;NA;16
Región de La Araucanía;NA;Titular694;Nombre694;Hidro;36;17.9;NA;NA;6
Región de La Araucanía;NA;Titular695;Nombre695;Hidro;23;6.9;NA;NA;3
Región de La Araucanía;NA;Titular696;Nombre696;Hidro;9;3.7;NA;NA;2
Región de La Araucanía;NA;Titular697;Nombre697;Hidro;21.1;19.9;NA;NA;5
Región de La Araucanía;NA;Titular698;Nombre698;Hidro;21.1;19.9;NA;NA;4
Región de La Araucanía;NA;Titular699;Nombre699;Hidro;23;6.9;NA;NA;5
Región de La Araucanía;NA;Titular700;Nombre700;Hidro;9;3.7;NA;NA;4
Región de La Araucanía;NA;Titular701;Nombre701;Hidro;9;3.7;NA;NA;5
Región de La Araucanía;NA;Titular702;Nombre702;Hidro;21.1;19.9;NA;NA;5
Región de La Araucanía;NA;Titular703;Nombre703;Hidro;21.1;19.9;NA;NA;3
Región de La Araucanía;NA;Titular704;Nombre704;Hidro;9;3.7;NA;NA;5
Región de La Araucanía;NA;Titular705;Nombre705;Hidro;23;6.9;NA;NA;6
Región de La Araucanía;NA;Titular706;Nombre706;Solar;10;12.64;NA;NA;5
Región de La Araucanía;NA;Titular707;Nombre707;Solar;10;10.33;NA;NA;2
Región de La Araucanía;NA;Titular708;Nombre708;Solar;11;11.13;NA;NA;2
Región de La Araucanía;NA;Titular709;Nombre709;Solar;5;3.66;NA;NA;2
Región de La Araucanía;NA;Titular710;Nombre710;Solar;5;8.085;NA;NA;5
Región de La Araucanía;NA;Titular711;Nombre711;Solar;11;11.13;NA;NA;5
Región de La Araucanía;NA;Titular712;Nombre712;Solar;12;11.07;NA;NA;5
Región de La Araucanía;NA;Titular713;Nombre713;Solar;5;8.3;NA;NA;3
Región de La Araucanía;NA;Titular714;Nombre714;Solar;10;10.32;NA;NA;3
Región de La Araucanía;NA;Titular715;Nombre715;Solar;8;11;NA;NA;5
Región de La Araucanía;NA;Titular716;Nombre716;Solar;10;10.33;NA;NA;2
Región de La Araucanía;NA;Titular717;Nombre717;Solar;11;11.22;NA;NA;5
Región de La Araucanía;NA;Titular718;Nombre718;Solar;10;11.016;NA;NA;3
Región de La Araucanía;NA;Titular719;Nombre719;Solar;10;10.33;NA;NA;4
Región de La Araucanía;NA;Titular720;Nombre720;Solar;11;11;NA;NA;2
Región de La Araucanía;NA;Titular721;Nombre721;Solar;140;200;NA;NA;2
Región de La Araucanía;NA;Titular722;Nombre722;Solar;140;200;NA;NA;5
Región de La Araucanía;NA;Titular723;Nombre723;Solar;11;11;NA;NA;4
Región de La Araucanía;NA;Titular724;Nombre724;Solar;5;8.085;NA;NA;5
Región de La Araucanía;NA;Titular725;Nombre725;Solar;8;11;NA;NA;4
Región de La Araucanía;NA;Titular726;Nombre726;Solar;11;11.04;NA;NA;5
Región de La Araucanía;NA;Titular727;Nombre727;Solar;11;11;NA;NA;4
Región de La Araucanía;NA;Titular728;Nombre728;Solar;8;6;NA;NA;5
Región de La Araucanía;NA;Titular729;Nombre729;Solar;4.3;6.9;NA;NA;4
Región de La Araucanía;NA;Titular730;Nombre730;Solar;11;11.13;NA;NA;4
Región de La Araucanía;NA;Titular731;Nombre731;Solar;11;11;NA;NA;4
Región de La Araucanía;NA;Titular732;Nombre732;Solar;12;11.07;NA;NA;3
Región de La Araucanía;NA;Titular733;Nombre733;Solar;11;10.68;NA;NA;2
Región de La Araucanía;NA;Titular734;Nombre734;Solar;11;11;NA;NA;4
Región de La Araucanía;NA;Titular735;Nombre735;Solar;11;11;NA;NA;3
Región de La Araucanía;NA;Titular736;Nombre736;Solar;8;6;NA;NA;5
Región de La Araucanía;NA;Titular737;Nombre737;Solar;11;11;NA;NA;2
Región de La Araucanía;NA;Titular738;Nombre738;Solar;9;10.6;NA;NA;4
Región de La Araucanía;NA;Titular739;Nombre739;Solar;4.3;6.9;NA;NA;5
Región de La Araucanía;NA;Titular740;Nombre740;Solar;8;11.52;NA;NA;3
Región de La Araucanía;NA;Titular741;Nombre741;Solar;11;11;NA;NA;2
Región de La Araucanía;NA;Titular742;Nombre742;Solar;11;11;NA;NA;4
Región de La Araucanía;NA;Titular743;Nombre743;Solar;10;10.32;NA;NA;2
Región de La Araucanía;NA;Titular744;Nombre744;Solar;140;200;NA;NA;5
Región de La Araucanía;NA;Titular745;Nombre745;Solar;140;200;NA;NA;2
Región de La Araucanía;NA;Titular746;Nombre746;Solar;5;8.085;NA;NA;3
Región de La Araucanía;NA;Titular747;Nombre747;Solar;9;10;NA;NA;2
Región de La Araucanía;NA;Titular748;Nombre748;Solar;11;6.74;NA;NA;4
Región de La Araucanía;NA;Titular749;Nombre749;Solar;11;10.68;NA;NA;2
Región de La Araucanía;NA;Titular750;Nombre750;Solar;9;10.6;NA;NA;2
Región de La Araucanía;NA;Titular751;Nombre751;Solar;5;8.085;NA;NA;5
Región de La Araucanía;NA;Titular752;Nombre752;Solar;9;10.6;NA;NA;3
Región de La Araucanía;NA;Titular753;Nombre753;Solar;12;11.07;NA;NA;5
Región de La Araucanía;NA;Titular754;Nombre754;Solar;10;11.016;NA;NA;4
Región de La Araucanía;NA;Titular755;Nombre755;Solar;5;8.3;NA;NA;2
Región de La Araucanía;NA;Titular756;Nombre756;Solar;10;11.016;NA;NA;4
Región de La Araucanía;NA;Titular757;Nombre757;Solar;12;11.07;NA;NA;2
Región de La Araucanía;NA;Titular758;Nombre758;Solar;11;11.22;NA;NA;2
Región de La Araucanía;NA;Titular759;Nombre759;Solar;11;11;NA;NA;3
Región de La Araucanía;NA;Titular760;Nombre760;Solar;11;11;NA;NA;4
Región de La Araucanía;NA;Titular761;Nombre761;Solar;11;11;NA;NA;2
Región de La Araucanía;NA;Titular762;Nombre762;Solar;11;11.04;NA;NA;3
Región de La Araucanía;NA;Titular763;Nombre763;Solar;11;11;NA;NA;2
Región de La Araucanía;NA;Titular764;Nombre764;Solar;8;11;NA;NA;4
Región de La Araucanía;NA;Titular765;Nombre765;Solar;11;11;NA;NA;2
Región de La Araucanía;NA;Titular766;Nombre766;Solar;12;11.07;NA;NA;3
Región de La Araucanía;NA;Titular767;Nombre767;Solar;10;12.64;NA;NA;4
Región de La Araucanía;NA;Titular768;Nombre768;Solar;11;11.22;NA;NA;5
Región de La Araucanía;NA;Titular769;Nombre769;Solar;10;11.016;NA;NA;5
Región de La Araucanía;NA;Titular770;Nombre770;Solar;12;11.07;NA;NA;4
Región de La Araucanía;NA;Titular771;Nombre771;Solar;10;10.32;NA;NA;5
Región de Los Lagos;NA;Titular772;Nombre772;Eólica;240;173.6;NA;NA;9
Región de Los Lagos;NA;Titular773;Nombre773;Eólica;224;100;NA;NA;11
Región de Los Lagos;NA;Titular774;Nombre774;Eólica;325;304;NA;NA;15
Región de Los Lagos;NA;Titular775;Nombre775;Eólica;76.5;42.5;NA;NA;9
Región de Los Lagos;NA;Titular776;Nombre776;Eólica;17;20.4;NA;NA;8
Región de Los Lagos;NA;Titular777;Nombre777;Eólica;240;173.6;NA;NA;15
Región de Los Lagos;NA;Titular778;Nombre778;Eólica;17;16.8;NA;NA;12
Región de Los Lagos;NA;Titular779;Nombre779;Eólica;17;20.4;NA;NA;11
Región de Los Lagos;NA;Titular780;Nombre780;Eólica;16;21.6;NA;NA;10
Región de Los Lagos;NA;Titular781;Nombre781;Eólica;200;132;NA;NA;10
Región de Los Lagos;NA;Titular782;Nombre782;Eólica;16;21.6;NA;NA;16
Región de Los Lagos;NA;Titular783;Nombre783;Eólica;540;360;NA;NA;9
Región de Los Lagos;NA;Titular784;Nombre784;Eólica;240;173.6;NA;NA;16
Región de Los Lagos;NA;Titular785;Nombre785;Eólica;17;16.8;NA;NA;14
Región de Los Lagos;NA;Titular786;Nombre786;Eólica;16;21.6;NA;NA;12
Región de Los Lagos;NA;Titular787;Nombre787;Eólica;325;304;NA;NA;15
Región de Los Lagos;NA;Titular788;Nombre788;Eólica;17;16.8;NA;NA;11
Región de Los Lagos;NA;Titular789;Nombre789;Eólica;17;20.4;NA;NA;8
Región de Los Lagos;NA;Titular790;Nombre790;Eólica;17;16.8;NA;NA;9
Región de Los Lagos;NA;Titular791;Nombre791;Eólica;312;283.8;NA;NA;15
Región de Los Lagos;NA;Titular792;Nombre792;Eólica;11.7;9;NA;NA;9
Región de Los Lagos;NA;Titular793;Nombre793;Eólica;250;167.4;NA;NA;8
Región de Los Lagos;NA;Titular794;Nombre794;Eólica;200;132;NA;NA;16
Región de Los Lagos;NA;Titular795;Nombre795;Eólica;7.7;11;NA;NA;12
Región de Los Lagos;NA;Titular796;Nombre796;Eólica;240;173.6;NA;NA;8
Región de Los Lagos;NA;Titular797;Nombre797;Eólica;17;16.8;NA;NA;9
Región de Los Lagos;NA;Titular798;Nombre798;Eólica;250;167.4;NA;NA;11
Región de Los Lagos;NA;Titular799;Nombre799;Eólica;240;173.6;NA;NA;14
Región de Los Lagos;NA;Titular800;Nombre800;Eólica;212;136.4;NA;NA;13
Región de Los Lagos;NA;Titular801;Nombre801;Eólica;260;153;NA;NA;10
Región de Los Lagos;NA;Titular802;Nombre802;Eólica;312;283.8;NA;NA;14
Región de Los Lagos;NA;Titular803;Nombre803;Eólica;17;20.4;NA;NA;16
Región de Los Lagos;NA;Titular804;Nombre804;Eólica;17;16.8;NA;NA;11
Región de Los Lagos;NA;Titular805;Nombre805;Eólica;17;16.8;NA;NA;15
Región de Los Lagos;NA;Titular806;Nombre806;Eólica;16;21.6;NA;NA;11
Región de Los Lagos;NA;Titular807;Nombre807;Eólica;17;16.8;NA;NA;12
Región de Los Lagos;NA;Titular808;Nombre808;Eólica;17;16.8;NA;NA;12
Región de Los Lagos;NA;Titular809;Nombre809;Eólica;17;16.8;NA;NA;8
Región de Los Lagos;NA;Titular810;Nombre810;Eólica;16;21.6;NA;NA;15
Región de Los Lagos;NA;Titular811;Nombre811;Eólica;17;16.8;NA;NA;8
Región de Los Lagos;NA;Titular812;Nombre812;Eólica;11.7;9;NA;NA;10
Región de Los Lagos;NA;Titular813;Nombre813;Eólica;11.7;9;NA;NA;9
Región de Los Lagos;NA;Titular814;Nombre814;Eólica;17;16.8;NA;NA;15
Región de Los Lagos;NA;Titular815;Nombre815;Eólica;17;20.4;NA;NA;15
Región de Los Lagos;NA;Titular816;Nombre816;Eólica;250;167.4;NA;NA;10
Región de Los Lagos;NA;Titular817;Nombre817;Eólica;17;16.2;NA;NA;8
Región de Los Lagos;NA;Titular818;Nombre818;Eólica;224;100;NA;NA;12
Región de Los Lagos;NA;Titular819;Nombre819;Eólica;16;21.6;NA;NA;13
Región de Los Lagos;NA;Titular820;Nombre820;Eólica;16;21.6;NA;NA;16
Región de Los Lagos;NA;Titular821;Nombre821;Eólica;17;20.4;NA;NA;12
Región de Los Lagos;NA;Titular822;Nombre822;Eólica;17;16.8;NA;NA;13
Región de Los Lagos;NA;Titular823;Nombre823;Eólica;1000;430;NA;NA;12
Región de Los Lagos;NA;Titular824;Nombre824;Eólica;17;16.2;NA;NA;12
Región de Los Lagos;NA;Titular825;Nombre825;Eólica;224;100;NA;NA;12
Región de Los Lagos;NA;Titular826;Nombre826;Eólica;17;16.8;NA;NA;12
Región de Los Lagos;NA;Titular827;Nombre827;Eólica;1000;430;NA;NA;16
Región de Los Lagos;NA;Titular828;Nombre828;Eólica;260;153;NA;NA;14
Región de Los Lagos;NA;Titular829;Nombre829;Eólica;1000;430;NA;NA;10
Región de Los Lagos;NA;Titular830;Nombre830;Eólica;17;16.2;NA;NA;9
Región de Los Lagos;NA;Titular831;Nombre831;Eólica;16;21.6;NA;NA;13
Región de Los Lagos;NA;Titular832;Nombre832;Eólica;16;21.6;NA;NA;8
Región de Los Lagos;NA;Titular833;Nombre833;Eólica;250;167.4;NA;NA;15
Región de Los Lagos;NA;Titular834;Nombre834;Hidro;0.1;0.3;NA;NA;6
Región de Los Lagos;NA;Titular835;Nombre835;Hidro;12;6;NA;NA;3
Región de Los Lagos;NA;Titular836;Nombre836;Hidro;30.5;6;NA;NA;2
Región de Los Lagos;NA;Titular837;Nombre837;Hidro;30.5;6;NA;NA;6
Región de Los Lagos;NA;Titular838;Nombre838;Hidro;15;7.3;NA;NA;4
Región de Los Lagos;NA;Titular839;Nombre839;Hidro;15;7.3;NA;NA;6
Región de Los Lagos;NA;Titular840;Nombre840;Hidro;15;7.3;NA;NA;6
Región de Los Lagos;NA;Titular841;Nombre841;Hidro;0.1;0.3;NA;NA;6
Región de Los Lagos;NA;Titular842;Nombre842;Hidro;0.1;0.3;NA;NA;4
Región de Los Lagos;NA;Titular843;Nombre843;Hidro;12;6;NA;NA;2
Región de Los Lagos;NA;Titular844;Nombre844;Hidro-Solar;6.2;3.1;NA;NA;5
Región de Los Lagos;NA;Titular845;Nombre845;Hidro-Solar;6.2;3.1;NA;NA;4
Región de Los Lagos;NA;Titular846;Nombre846;Solar;15;9;NA;NA;2
Región de Los Lagos;NA;Titular847;Nombre847;Solar;15;9.5;NA;NA;3
Región de Los Lagos;NA;Titular848;Nombre848;Solar;31;15.698;NA;NA;3
Región de Los Lagos;NA;Titular849;Nombre849;Solar;31;15.698;NA;NA;3
Región de Los Lagos;NA;Titular850;Nombre850;Solar;15;9;NA;NA;4
Región de Los Lagos;NA;Titular851;Nombre851;Solar;15;9.34;NA;NA;3
Región de Los Lagos;NA;Titular852;Nombre852;Solar;31;15.698;NA;NA;5
Región de Los Lagos;NA;Titular853;Nombre853;Solar;14;7.11;NA;NA;4
Región de Los Lagos;NA;Titular854;Nombre854;Solar;15;9.34;NA;NA;4
Región de Los Lagos;NA;Titular855;Nombre855;Solar;15;9;NA;NA;4
Región de Los Lagos;NA;Titular856;Nombre856;Solar;15;9.5;NA;NA;5
Región de Los Lagos;NA;Titular857;Nombre857;Solar;15;9;NA;NA;4
Región de Los Lagos;NA;Titular858;Nombre858;Solar;15;9.5;NA;NA;2
Región de Los Lagos;NA;Titular859;Nombre859;Solar;15;9.5;NA;NA;4
Región de Los Lagos;NA;Titular860;Nombre860;Solar;10;12.5;NA;NA;4
Región de Los Lagos;NA;Titular861;Nombre861;Solar;15;9;NA;NA;4
Región de Los Lagos;NA;Titular862;Nombre862;Solar;15;9;NA;NA;4
Región de Los Lagos;NA;Titular863;Nombre863;Solar;15;9;NA;NA;2
Región de Los Lagos;NA;Titular864;Nombre864;Solar;31;15.698;NA;NA;4
Región de Los Lagos;NA;Titular865;Nombre865;Solar;14;7.11;NA;NA;3
Región de Los Lagos;NA;Titular866;Nombre866;Solar;15;10.89;NA;NA;2
Región de Los Ríos;NA;Titular867;Nombre867;Eólica;27.5;18;NA;NA;9
Región de Los Ríos;NA;Titular868;Nombre868;Eólica;15;13.09;NA;NA;12
Región de Los Ríos;NA;Titular869;Nombre869;Eólica;590;302.4;NA;NA;15
Región de Los Ríos;NA;Titular870;Nombre870;Eólica;110;51;NA;NA;9
Región de Los Ríos;NA;Titular871;Nombre871;Eólica;319.2;216;NA;NA;14
Región de Los Ríos;NA;Titular872;Nombre872;Eólica;319.2;216;NA;NA;14
Región de Los Ríos;NA;Titular873;Nombre873;Eólica;280;258;NA;NA;16
Región de Los Ríos;NA;Titular874;Nombre874;Eólica;20.6;13.5;NA;NA;15
Región de Los Ríos;NA;Titular875;Nombre875;Eólica;20.6;13.5;NA;NA;8
Región de Los Ríos;NA;Titular876;Nombre876;Eólica;20.6;13.5;NA;NA;9
Región de Los Ríos;NA;Titular877;Nombre877;Eólica;280;258;NA;NA;13
Región de Los Ríos;NA;Titular878;Nombre878;Eólica;27.5;18;NA;NA;9
Región de Los Ríos;NA;Titular879;Nombre879;Eólica;280;216;NA;NA;12
Región de Los Ríos;NA;Titular880;Nombre880;Eólica;319.2;216;NA;NA;12
Región de Los Ríos;NA;Titular881;Nombre881;Eólica;27.5;18;NA;NA;13
Región de Los Ríos;NA;Titular882;Nombre882;Eólica;110;51;NA;NA;16
Región de Los Ríos;NA;Titular883;Nombre883;Eólica;27.5;18;NA;NA;11
Región de Los Ríos;NA;Titular884;Nombre884;Eólica;319.2;216;NA;NA;11
Región de Los Ríos;NA;Titular885;Nombre885;Eólica;15;13.09;NA;NA;15
Región de Los Ríos;NA;Titular886;Nombre886;Hidro;442;170;NA;NA;4
Región de Los Ríos;NA;Titular887;Nombre887;Hidro;1.5;1.5;NA;NA;3
Región de Los Ríos;NA;Titular888;Nombre888;Hidro;4.5;3;NA;NA;4
Región de Los Ríos;NA;Titular889;Nombre889;Hidro;4.5;3;NA;NA;6
Región de Los Ríos;NA;Titular890;Nombre890;Hidro;4.5;3;NA;NA;6
Región de Los Ríos;NA;Titular891;Nombre891;Hidro;442;170;NA;NA;4
Región de Los Ríos;NA;Titular892;Nombre892;Hidro;1.5;1.5;NA;NA;4
Región de Los Ríos;NA;Titular893;Nombre893;Hidro;15.5;7.16;NA;NA;4
Región de Los Ríos;NA;Titular894;Nombre894;Hidro;1.5;1.5;NA;NA;3
Región de Los Ríos;NA;Titular895;Nombre895;Hidro;15.5;7.16;NA;NA;2
Región de Los Ríos;NA;Titular896;Nombre896;Hidro;15.5;7.16;NA;NA;2
Región de Los Ríos;NA;Titular897;Nombre897;Hidro;442;170;NA;NA;3
Región de Los Ríos;NA;Titular898;Nombre898;Solar;10;10.33;NA;NA;4
Región de Los Ríos;NA;Titular899;Nombre899;Solar;21;21.27;NA;NA;2
Región de Los Ríos;NA;Titular900;Nombre900;Solar;21;21.27;NA;NA;2
Región de Los Ríos;NA;Titular901;Nombre901;Solar;15;7.42;NA;NA;3
Región de Los Ríos;NA;Titular902;Nombre902;Solar;10;10.33;NA;NA;2
Región de Los Ríos;NA;Titular903;Nombre903;Solar;21;21.27;NA;NA;4
Región de Los Ríos;NA;Titular904;Nombre904;Solar;15;13.2;NA;NA;5
Región de Los Ríos;NA;Titular905;Nombre905;Solar;15;12.16;NA;NA;3
Región de Los Ríos;NA;Titular906;Nombre906;Solar;15;10.54;NA;NA;2
Región de Los Ríos;NA;Titular907;Nombre907;Solar;21;21.27;NA;NA;3
Región de Los Ríos;NA;Titular908;Nombre908;Solar;10;10.33;NA;NA;5
Región de Los Ríos;NA;Titular909;Nombre909;Solar;10;10.33;NA;NA;3
Región de Los Ríos;NA;Titular910;Nombre910;Solar;18;9;NA;NA;4
Región de Los Ríos;NA;Titular911;Nombre911;Solar;15;11.45;NA;NA;3
Región de Los Ríos;NA;Titular912;Nombre912;Solar;15;12.46;NA;NA;5
Región de Los Ríos;NA;Titular913;Nombre913;Solar;21;21.27;NA;NA;4
Región de Los Ríos;NA;Titular914;Nombre914;Solar;21;21.27;NA;NA;4
Región de Los Ríos;NA;Titular915;Nombre915;Solar;15;12.46;NA;NA;3
Región de Los Ríos;NA;Titular916;Nombre916;Solar;10;10.33;NA;NA;5
Región de Los Ríos;NA;Titular917;Nombre917;Solar;15;7.42;NA;NA;3
Región de Los Ríos;NA;Titular918;Nombre918;Solar;18;9;NA;NA;4
Región de Los Ríos;NA;Titular919;Nombre919;Solar;15;13.2;NA;NA;5
Región de Los Ríos;NA;Titular920;Nombre920;Solar;10;10.33;NA;NA;5
Región de Los Ríos;NA;Titular921;Nombre921;Solar;15;7.42;NA;NA;4
Región de Los Ríos;NA;Titular922;Nombre922;Solar;18;9;NA;NA;2
Región de Los Ríos;NA;Titular923;Nombre923;Solar;15;12.46;NA;NA;3
Región de Los Ríos;NA;Titular924;Nombre924;Solar;15;10.54;NA;NA;3
Región de Los Ríos;NA;Titular925;Nombre925;Solar;10;10.33;NA;NA;3
Región de Los Ríos;NA;Titular926;Nombre926;Solar;15;11.45;NA;NA;4
Región de Los Ríos;NA;Titular927;Nombre927;Solar;15;12.46;NA;NA;5
Región de Los Ríos;NA;Titular928;Nombre928;Solar;10;10.33;NA;NA;4
Región de Magallanes y de la Antártica Chilena;NA;Titular929;Nombre929;Eólica;500;325;NA;NA;15
Región de Magallanes y de la Antártica Chilena;NA;Titular930;Nombre930;Eólica;500;384;NA;NA;14
Región de Magallanes y de la Antártica Chilena;NA;Titular931;Nombre931;Eólica;500;325;NA;NA;10
Región de Magallanes y de la Antártica Chilena;NA;Titular932;Nombre932;Eólica;500;384;NA;NA;12
Región de Magallanes y de la Antártica Chilena;NA;Titular933;Nombre933;Eólica;11000;1400;NA;NA;10
Región de Magallanes y de la Antártica Chilena;NA;Titular934;Nombre934;Eólica;500;384;NA;NA;8
Región de Magallanes y de la Antártica Chilena;NA;Titular935;Nombre935;Eólica;500;384;NA;NA;13
Región de Magallanes y de la Antártica Chilena;NA;Titular936;Nombre936;Hidro;8;1;NA;NA;2
Región de Magallanes y de la Antártica Chilena;NA;Titular937;Nombre937;Hidro;8;1;NA;NA;2
Región de Ñuble;NA;Titular938;Nombre938;Eólica;241;187.5;NA;NA;12
Región de Ñuble;NA;Titular939;Nombre939;Eólica;230;194.4;NA;NA;16
Región de Ñuble;NA;Titular940;Nombre940;Eólica;305;256;NA;NA;9
Región de Ñuble;NA;Titular941;Nombre941;Eólica;300;248;NA;NA;10
Región de Ñuble;NA;Titular942;Nombre942;Eólica;172;115.2;NA;NA;13
Región de Ñuble;NA;Titular943;Nombre943;Eólica;241;187.5;NA;NA;9
Región de Ñuble;NA;Titular944;Nombre944;Eólica;230;194.4;NA;NA;15
Región de Ñuble;NA;Titular945;Nombre945;Eólica;172;115.2;NA;NA;10
Región de Ñuble;NA;Titular946;Nombre946;Eólica;470;187.2;NA;NA;8
Región de Ñuble;NA;Titular947;Nombre947;Eólica;230;194.4;NA;NA;11
Región de Ñuble;NA;Titular948;Nombre948;Eólica;172;115.2;NA;NA;9
Región de Ñuble;NA;Titular949;Nombre949;Eólica;230;194.4;NA;NA;13
Región de Ñuble;NA;Titular950;Nombre950;Eólica;230;194.4;NA;NA;14
Región de Ñuble;NA;Titular951;Nombre951;Eólica;300;248;NA;NA;10
Región de Ñuble;NA;Titular952;Nombre952;Eólica-Solar;100.3;90;NA;NA;9
Región de Ñuble;NA;Titular953;Nombre953;Eólica-Solar;100.3;90;NA;NA;13
Región de Ñuble;NA;Titular954;Nombre954;Eólica-Solar;100.3;90;NA;NA;10
Región de Ñuble;NA;Titular955;Nombre955;Solar;11;10.53;NA;NA;2
Región de Ñuble;NA;Titular956;Nombre956;Solar;7.5;7.5;NA;NA;2
Región de Ñuble;NA;Titular957;Nombre957;Solar;7;7.1;NA;NA;5
Región de Ñuble;NA;Titular958;Nombre958;Solar;10;11.016;NA;NA;3
Región de Ñuble;NA;Titular959;Nombre959;Solar;10.7;10.65;NA;NA;5
Región de Ñuble;NA;Titular960;Nombre960;Solar;13.7;9;NA;NA;5
Región de Ñuble;NA;Titular961;Nombre961;Solar;12;12;NA;NA;2
Región de Ñuble;NA;Titular962;Nombre962;Solar;12;12;NA;NA;3
Región de Ñuble;NA;Titular963;Nombre963;Solar;17;17.7;NA;NA;3
Región de Ñuble;NA;Titular964;Nombre964;Solar;3;3.49;NA;NA;2
Región de Ñuble;NA;Titular965;Nombre965;Solar;12;12;NA;NA;2
Región de Ñuble;NA;Titular966;Nombre966;Solar;13.7;9;NA;NA;3
Región de Ñuble;NA;Titular967;Nombre967;Solar;8;8;NA;NA;5
Región de Ñuble;NA;Titular968;Nombre968;Solar;12;12;NA;NA;3
Región de Ñuble;NA;Titular969;Nombre969;Solar;66;24;NA;NA;2
Región de Ñuble;NA;Titular970;Nombre970;Solar;10.6;11.76;NA;NA;2
Región de Ñuble;NA;Titular971;Nombre971;Solar;9;9;NA;NA;2
Región de Ñuble;NA;Titular972;Nombre972;Solar;11;10.5;NA;NA;3
Región de Ñuble;NA;Titular973;Nombre973;Solar;3;3.49;NA;NA;5
Región de Ñuble;NA;Titular974;Nombre974;Solar;10;9;NA;NA;4
Región de Ñuble;NA;Titular975;Nombre975;Solar;66;24;NA;NA;2
Región de Ñuble;NA;Titular976;Nombre976;Solar;16.5;17.22;NA;NA;3
Región de Ñuble;NA;Titular977;Nombre977;Solar;12;9.68;NA;NA;5
Región de Ñuble;NA;Titular978;Nombre978;Solar;9;9;NA;NA;3
Región de Ñuble;NA;Titular979;Nombre979;Solar;10.6;11.76;NA;NA;2
Región de Ñuble;NA;Titular980;Nombre980;Solar;10;9;NA;NA;3
Región de Ñuble;NA;Titular981;Nombre981;Solar;11;10.52;NA;NA;2
Región de Ñuble;NA;Titular982;Nombre982;Solar;10;9;NA;NA;2
Región de Ñuble;NA;Titular983;Nombre983;Solar;11;11;NA;NA;4
Región de Ñuble;NA;Titular984;Nombre984;Solar;13.7;9;NA;NA;3
Región de Ñuble;NA;Titular985;Nombre985;Solar;10;11.016;NA;NA;3
Región de Ñuble;NA;Titular986;Nombre986;Solar;7;6.089;NA;NA;4
Región de Ñuble;NA;Titular987;Nombre987;Solar;7.4;11.17;NA;NA;5
Región de Ñuble;NA;Titular988;Nombre988;Solar;15;23;NA;NA;5
Región de Ñuble;NA;Titular989;Nombre989;Solar;9;10.5;NA;NA;2
Región de Ñuble;NA;Titular990;Nombre990;Solar;9;7.344;NA;NA;4
Región de Ñuble;NA;Titular991;Nombre991;Solar;10;9;NA;NA;3
